iter	RMSE
159	0.0160139791
160	0.01594901925
161	0.01590977492
162	0.015875333
163	0.01584094465
164	0.01579222247
165	0.01574445659
166	0.01567169761
167	0.01562698581
168	0.01555993449
169	0.0154860375
170	0.01542194167
171	0.01535104661
172	0.01530417217
173	0.01525821404
174	0.01518400567
175	0.01514211926
176	0.01508288671
177	0.01504512314
178	0.01501196774
179	0.01495029494
180	0.01492293922
181	0.01488908253
182	0.01486268239
183	0.01481176465
184	0.01475196464
185	0.01468118878
186	0.01464623158
187	0.01460208676
188	0.01456630495
189	0.01451690784
190	0.01447809299
191	0.01444604504
192	0.0144149255
193	0.01438314815
194	0.01435263243
195	0.01431686555
196	0.01427730247
197	0.01420318814
198	0.01416258692
199	0.01408438796
200	0.01407096585
201	0.01404023143
202	0.01399812149
203	0.0139615151
204	0.01390759234
205	0.01384325578
206	0.01381041537
207	0.01377815428
208	0.01375025242
209	0.01371115979
210	0.01365991179
211	0.01359620472
212	0.01353636287
213	0.0135033272
214	0.01345083656
215	0.01342908322
216	0.01340350226
217	0.01338358236
218	0.01336486433
219	0.01333985966
220	0.01330181569
221	0.01328000056
222	0.01323802595
223	0.01320299825
224	0.01316298305
225	0.01310933515
226	0.01305242134
227	0.01301784926
228	0.012940184
229	0.01285107319
230	0.01279083387
231	0.01276085555
232	0.01272157115
233	0.01268386569
234	0.01264991704
235	0.01262774428
236	0.01259572453
237	0.01257791759
238	0.0125466266
239	0.01253962112
240	0.01251141206
241	0.01248111988
242	0.01242561228
243	0.01238438782
244	0.01233692745
245	0.01230441915
246	0.01225106611
247	0.01220983423
248	0.0121984278
249	0.01215844899
250	0.01211558435
251	0.01209016021
252	0.01206636169
253	0.0120076199
254	0.01197045644
255	0.01194021305
256	0.01192779703
257	0.01190774816
258	0.0118883713
259	0.0118550883
260	0.0117858107
261	0.01174498557
262	0.01172500667
263	0.01169612679
264	0.01165330839
265	0.01163818747
266	0.01161205565
267	0.01157015951
268	0.01154688875
269	0.01153393488
270	0.01149953336
271	0.01145653563
272	0.01143967619
273	0.01141084043
274	0.0113962081
275	0.01134494234
276	0.01131041857
277	0.01128501749
278	0.01124467833
279	0.01122404689
280	0.01119798834
281	0.01118009615
282	0.01111933766
283	0.01108967138
284	0.01106223663
285	0.01103403228
286	0.01101009509
287	0.01098577222
288	0.01094805014
289	0.01092170518
290	0.01091824206
291	0.01087830787
292	0.01085316434
293	0.01082521012
294	0.01080034659
295	0.0107645246
296	0.0107524421
297	0.01072619711
298	0.01070559148
299	0.01068623022
300	0.01065034455
301	0.01063311796
302	0.0106096312
303	0.01057131541
304	0.01054411219
305	0.01052992399
306	0.010498246
307	0.01046359032
308	0.01042920901
309	0.01040163214
310	0.01038499862
311	0.0103637339
312	0.01034150447
313	0.01033296506
314	0.01032060831
315	0.01029864692
316	0.01027757477
317	0.01026066177
318	0.0102166425
319	0.01017506455
320	0.01015489703
321	0.01012920888
322	0.01010938799
323	0.01006832946
324	0.01003739371
325	0.0100127277
326	0.00997872708
327	0.009949616656
328	0.009932277718
329	0.009910426292
330	0.009886824226
331	0.009875335082
332	0.009853936042
333	0.009828012169
334	0.009800572384
335	0.009780853848
336	0.00975884153
337	0.009741433742
338	0.009721636596
339	0.009700788442
340	0.009669381727
341	0.009629030322
342	0.009608542392
343	0.009589937701
344	0.009563375493
345	0.009530640491
346	0.00950379439
347	0.009484039725
348	0.009463758471
349	0.009436710185
350	0.009405147416
351	0.009385796424
352	0.009356244696
353	0.009343709667
354	0.00932498605
355	0.009295917213
356	0.009270666597
357	0.009258803831
358	0.009244048063
359	0.0092251741
360	0.009217915523
361	0.009199641125
362	0.009178840996
363	0.009158197062
364	0.009141599501
365	0.009114700919
366	0.009084357215
367	0.009067741707
368	0.009050171611
369	0.009019880814
370	0.009005701911
371	0.008988946021
372	0.008967231569
373	0.008950511233
374	0.008925717094
375	0.008904787163
376	0.008885938795
377	0.008857146744
378	0.008842642904
379	0.008821874568
380	0.008786643124
381	0.008770573134
382	0.008753173092
383	0.008735278386
384	0.008718444387
385	0.008703017151
386	0.008680513414
387	0.008665487541
388	0.008651492821
389	0.00863241077
390	0.00862566818
391	0.008597607446
392	0.00857681023
393	0.008556092062
394	0.008531021279
395	0.008511796799
396	0.008495937323
397	0.008468369528
398	0.008459742144
399	0.008445931859
400	0.008425168349
401	0.008407694802
402	0.008395191014
403	0.008379371895
404	0.008360479266
405	0.008334179373
406	0.008320298442
407	0.008301166072
408	0.008283217652
409	0.008248407542
410	0.008234381829
411	0.008219553549
412	0.008201572286
413	0.008182934266
414	0.008170842993
415	0.008152339943
416	0.00813526711
417	0.008119086208
418	0.008103249153
419	0.008090489381
420	0.008067240256
421	0.008058000041
422	0.008054172709
423	0.008042239403
424	0.008036344946
425	0.008013774551
426	0.008004898984
427	0.007983838367
428	0.00797065457
429	0.007951110366
430	0.007925351108
431	0.007911653025
432	0.007897384982
433	0.007880513731
434	0.007859438631
435	0.007848769353
436	0.007815197289
437	0.007797620041
438	0.007780369191
439	0.007770522901
440	0.007755627658
441	0.007737883456
442	0.007730249814
443	0.007722878677
444	0.007697319702
445	0.007691209112
446	0.00767480556
447	0.00766133987
448	0.00763867617
449	0.007629936743
450	0.007622278171
451	0.007601746586
452	0.00759210472
453	0.007575314405
454	0.007564417541
455	0.007551241197
456	0.007537650201
457	0.00752577583
458	0.007513636725
459	0.007497755073
460	0.0074891042
461	0.007453393112
462	0.007438105847
463	0.007424513981
464	0.007414904972
465	0.007404381908
466	0.007386568294
467	0.007370558123
468	0.007354455136
469	0.007340572206
470	0.007333243938
471	0.0073234404
472	0.007302280722
473	0.007282563901
474	0.007259624281
475	0.007248713991
476	0.007228209507
477	0.007212252793
478	0.00720481803
479	0.007192433989
480	0.007185898093
481	0.00717531589
482	0.007150837011
483	0.00713202567
484	0.007114236324
485	0.007105771698
486	0.00708577841
487	0.007074546376
488	0.007069029693
489	0.007049672375
490	0.007034830468
491	0.007019485562
492	0.007010549506
493	0.006988908051
494	0.00697880504
495	0.006961953007
496	0.006943619653
497	0.006931944732
498	0.006929911369
499	0.006919758007
500	0.006905120135
501	0.006892108561
502	0.006874497335
503	0.006863285101
504	0.00684469149
505	0.006831486719
506	0.006817142327
507	0.006795414523
508	0.006778935639
509	0.00676980652
510	0.006760814711
511	0.006747600101
512	0.006734565279
513	0.006728174722
514	0.006713375961
515	0.006704346443
516	0.00667961382
517	0.006659480746
518	0.006645057819
519	0.006623684545
520	0.006610650456
521	0.006593718254
522	0.006586667927
523	0.006577711117
524	0.006564556552
525	0.00654231676
526	0.006536673032
527	0.006528691746
528	0.006518842927
529	0.006509599451
530	0.006501832643
531	0.006488624686
532	0.006479672717
533	0.006461276026
534	0.006454984411
535	0.006444165136
536	0.006437818534
537	0.006432818444
538	0.006418779803
539	0.00641589458
540	0.006409953267
541	0.006404151418
542	0.006388860443
543	0.006379378471
544	0.006371160979
545	0.006359798321
546	0.006349685276
547	0.006333543178
548	0.006326510274
549	0.006311326737
550	0.006304091493
551	0.00629231484
552	0.006280344264
553	0.006263058132
554	0.0062506495
555	0.006238333087
556	0.006227089522
557	0.006211082599
558	0.006204647486
559	0.006195203424
560	0.006186037079
561	0.006173342221
562	0.00616553015
563	0.00616265893
564	0.006153850985
565	0.006146164734
566	0.006133915588
567	0.006124925001
568	0.006122678184
569	0.0061139098
570	0.006104545877
571	0.006095193378
572	0.006084936315
573	0.006070793928
574	0.006060330843
575	0.006045777264
576	0.006030747248
577	0.006023722262
578	0.006012852979
579	0.006000397001
580	0.005989875461
581	0.005975843597
582	0.005967308184
583	0.00594907325
584	0.005943366708
585	0.005937301828
586	0.005928104608
587	0.005915801148
588	0.005901255401
589	0.005890703897
590	0.005882440387
591	0.005870348772
592	0.005859770754
593	0.005848669005
594	0.005835833463
595	0.005827505158
596	0.005816591385
597	0.005805739379
598	0.005788765901
599	0.005776536819
600	0.005767249088
601	0.005755858527
602	0.005740172613
603	0.005727370959
604	0.005717256485
605	0.005707560581
606	0.005700947423
607	0.00568596351
608	0.005670319056
609	0.005660032263
610	0.005646742395
611	0.005642888138
612	0.005628962771
613	0.005619710106
614	0.00560796541
615	0.00560403494
616	0.005595351457
617	0.005585281483
618	0.005580683884
619	0.005569131789
620	0.005557817359
621	0.005548743014
622	0.005544939224
623	0.005530456965
624	0.005520756381
625	0.005508435758
626	0.005497112628
627	0.005494318465
628	0.005482753568
629	0.005472723793
630	0.005465461047
631	0.005460506645
632	0.005452097324
633	0.005441450838
634	0.005439352939
635	0.005427936209
636	0.005419697114
637	0.005403521165
638	0.005400249836
639	0.005397873881
640	0.005391331073
641	0.005376492724
642	0.005368401315
643	0.005356802851
644	0.005350657753
645	0.005337340967
646	0.005329074849
647	0.00532605749
648	0.005314424978
649	0.005306592866
650	0.005294149016
651	0.00528772188
652	0.005278817594
653	0.005266017123
654	0.005254621722
655	0.005245609639
656	0.00523918535
657	0.005233844025
658	0.005226315325
659	0.005218282361
660	0.00520263529
661	0.005193630654
662	0.005183068883
663	0.005171795399
664	0.00516352372
665	0.005161751912
666	0.005156751655
667	0.005145157414
668	0.005136526946
669	0.005132094012
670	0.005118399153
671	0.005108963578
672	0.005102406348
673	0.005093469281
674	0.005089778829
675	0.005076925976
676	0.005072138197
677	0.005063672088
678	0.005057851753
679	0.005044736689
680	0.005044334194
681	0.005034626176
682	0.005028485363
683	0.005020673123
684	0.005014185465
685	0.005000255538
686	0.004991703025
687	0.00497810565
688	0.004974165573
689	0.004968695594
690	0.004960571261
691	0.004953383227
692	0.004942093619
693	0.004929746596
694	0.004923506057
695	0.00490685925
696	0.00489089335
697	0.004885214909
698	0.004873939763
699	0.004860256792
700	0.004853245336
701	0.004846176045
702	0.004839025207
703	0.004835142315
704	0.004824867162
705	0.00481646269
706	0.004801803372
707	0.004785349194
708	0.004780973421
709	0.004774101873
710	0.004768150863
711	0.004765634868
712	0.004758368901
713	0.004746831128
714	0.004738788968
715	0.004737355677
716	0.004731050039
717	0.00472612683
718	0.004723419074
719	0.004715568421
720	0.004713034131
721	0.004702190005
722	0.004692644662
723	0.00468979565
724	0.004681271007
725	0.00467365599
726	0.004665424891
727	0.004655723335
728	0.00464893587
729	0.004645098593
730	0.004630290019
731	0.004617051764
732	0.004606380837
733	0.004590882488
734	0.004586987515
735	0.004579447521
736	0.004573890487
737	0.004567013831
738	0.004560696461
739	0.004557268769
740	0.004546918318
741	0.004542975937
742	0.004531288729
743	0.004524194605
744	0.004522773003
745	0.0045183141
746	0.004502163771
747	0.004497522784
748	0.004492892044
749	0.004478726098
750	0.004467936834
751	0.004456611573
752	0.004447618606
753	0.004442316823
754	0.00443550302
755	0.004433349557
756	0.004423665593
757	0.004414939185
758	0.004410113877
759	0.004402107396
760	0.00440173446
761	0.004400183219
762	0.004393846628
763	0.004381656993
764	0.004375608755
765	0.004370776042
766	0.004364709606
767	0.004360070431
768	0.004351126027
769	0.004343425402
770	0.004337771239
771	0.004330428351
772	0.00432240079
773	0.0043117502
774	0.004308668197
775	0.004299577763
776	0.00429308225
777	0.004287287654
778	0.004283197934
779	0.004276785503
780	0.00427129282
781	0.004261583164
782	0.004252180479
783	0.004242260951
784	0.004237802455
785	0.00423157253
786	0.004225246359
787	0.004219368029
788	0.004211300962
789	0.004207323344
790	0.004202535859
791	0.004196761803
792	0.004193282684
793	0.004186400233
794	0.004177951584
795	0.004169521368
796	0.004164774624
797	0.004161298858
798	0.004155338739
799	0.004146503473
800	0.004140545604
801	0.004136855852
802	0.004135646885
803	0.00412814362
804	0.004122740664
805	0.004119125614
806	0.004113093792
807	0.004105440404
808	0.004099302458
809	0.004090881745
810	0.00408718619
811	0.004079179636
812	0.004070480926
813	0.004064340241
814	0.004057893626
815	0.004051213595
816	0.0040422411
817	0.004032730585
818	0.00402777183
819	0.004023193721
820	0.004015738413
821	0.004010602724
822	0.004006739771
823	0.004000780409
824	0.003995915742
825	0.003990898346
826	0.003984262657
827	0.003979681261
828	0.003972396576
829	0.003966539461
830	0.003963694473
831	0.003956944081
832	0.00395259355
833	0.003947746888
834	0.003943132966
835	0.003936885824
836	0.003925955672
837	0.003924267715
838	0.003918844346
839	0.003916804793
840	0.003906411569
841	0.003899860148
842	0.003890828995
843	0.003886466099
844	0.003885154104
845	0.003877892122
846	0.003875405641
847	0.003868155039
848	0.003868015404
849	0.003865494115
850	0.003861262689
851	0.003854541205
852	0.0038469712
853	0.003842466655
854	0.003835482751
855	0.003827248141
856	0.003821411109
857	0.003813322623
858	0.003810363639
859	0.003807552939
860	0.003797574344
861	0.003792154029
862	0.003783609063
863	0.003779571131
864	0.003777054521
865	0.003773275305
866	0.003768981122
867	0.003766568173
868	0.00376463332
869	0.003761584344
870	0.003754716215
871	0.003752349836
872	0.003748609637
873	0.00374306851
874	0.003737167253
875	0.003732774264
876	0.003732522823
877	0.003728208645
878	0.003722902706
879	0.003718737475
880	0.00370995503
881	0.003704555724
882	0.003697864664
883	0.003691264352
884	0.003687007441
885	0.003686521884
886	0.003683987671
887	0.003680450985
888	0.003675031538
889	0.003670251831
890	0.003667734827
891	0.003663773842
892	0.003659217699
893	0.003652143111
894	0.003646599515
895	0.003644505666
896	0.003637165664
897	0.003633603216
898	0.003626407279
899	0.003618518623
900	0.003616656612
901	0.003615803205
902	0.003610654427
903	0.003604579254
904	0.003599961757
905	0.003594260066
906	0.003590611953
907	0.003586799105
908	0.003580738993
909	0.003572517062
910	0.003563863806
911	0.003563303361
912	0.00356048622
913	0.003558033675
914	0.003550721723
915	0.003547544974
916	0.003543978273
917	0.003541439454
918	0.003539720449
919	0.003534044737
920	0.003529873701
921	0.003521628809
922	0.003513794855
923	0.00350563551
924	0.003502914203
925	0.003497517533
926	0.003491577184
927	0.003486779272
928	0.003480159377
929	0.003474655946
930	0.003469544653
931	0.00346807416
932	0.003461010493
933	0.003453054105
934	0.003452874663
935	0.003449422901
936	0.003443117855
937	0.003438652301
938	0.003435124711
939	0.003431198698
940	0.00342576347
941	0.003424935422
942	0.003422793776
943	0.003422571513
944	0.003416649875
945	0.003414301566
946	0.003408504624
947	0.003405448738
948	0.003396768236
949	0.00339070347
950	0.003386958935
951	0.003382160517
952	0.00337790817
953	0.003376442446
954	0.003371426461
955	0.003370432768
956	0.003367205258
957	0.00336431355
958	0.00335907416
959	0.003350403616
960	0.0033461744
961	0.003340504895
962	0.003334178318
963	0.003326411336
964	0.003325343818
965	0.003322053707
966	0.003318616884
967	0.003314057215
968	0.003305162133
969	0.003302770147
970	0.003297368336
971	0.003294877743
972	0.003283807035
973	0.003279535415
974	0.003271129405
975	0.00326577766
976	0.003259455379
977	0.003256218311
978	0.003251546387
979	0.003245987365
980	0.00323991488
981	0.003235464093
982	0.003227675683
983	0.003225885473
984	0.003221731547
985	0.003215551912
986	0.003210725633
987	0.003205963547
988	0.00319794234
989	0.003194970004
990	0.003189384959
991	0.003185332055
992	0.003179593449
993	0.003175063799
994	0.003168516567
995	0.003162394974
996	0.003156535988
997	0.003155153075
998	0.003148623073
999	0.003142937907
